Middle-aged, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,Over-time, United-States, >50K
Young, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Part-time, Germany, <=50K
Middle-aged, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Assoc-acdm, Divorced, Sales, Unmarried, Black, Female,Over-time, United-States, <=50K
Senior, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,Over-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,Full-time, United-States, <=50K
Senior, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,Over-time, United-States, <=50K
Young, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, Ecuador, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Local-gov, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,Over-time, United-States, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Part-time, United-States, <=50K
Middle-aged, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,Over-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,Too-much, United-States, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, >50K
Young, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, >50K
Young, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,Full-time, Laos, <=50K
Middle-aged, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,Over-time, United-States, <=50K
Senior, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,Full-time, Taiwan, >50K
Middle-aged, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,Full-time, United-States, >50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Male,Part-time, United-States, <=50K
Young, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,Full-time, United-States, <=50K
Old, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,Full-time, Mexico, <=50K
Middle-aged, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,Part-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,Full-time, United-States, <=50K
Old, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,Part-time, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,Over-time, United-States, >50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Full-time, United-States, <=50K
Old, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,Over-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Full-time, United-States, <=50K
Senior, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,Full-time, United-States, <=50K
Senior, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Male,Over-time, Mexico, <=50K
Middle-aged, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,Full-time, United-States, <=50K
Senior, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,Over-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,Full-time, Haiti, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,Part-time, United-States, <=50K
Young, State-gov, Some-college, Never-married, Protective-serv, Own-child, Black, Female,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,Over-time, United-States, <=50K
Senior, Private, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, White, Male,Part-time, Iran, <=50K
Middle-aged, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Senior, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, >50K
Senior, Private, 11th, Widowed, Other-service, Unmarried, Other, Male,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, Portugal, <=50K
Middle-aged, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female,Part-time, United-States, <=50K
Senior, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,Over-time, United-States, >50K
Young, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, <=50K
Young, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,Part-time, United-States, <=50K
Senior, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,Over-time, United-States, >50K
Middle-aged, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,Part-time, United-States, <=50K
Young, Private, 11th, Never-married, Other-service, Own-child, White, Male,Part-time, United-States, <=50K
Middle-aged, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,Full-time, United-States, <=50K
Young, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, <=50K
Senior, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,Full-time, United-States, <=50K
Senior, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,Over-time, United-States, <=50K
Young, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Senior, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,Part-time, United-States, >50K
Young, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Part-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,Over-time, United-States, <=50K
Senior, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,Full-time, United-States, <=50K
Young, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Senior, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Young, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female,Too-much, United-States, <=50K
Middle-aged, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,Full-time, Puerto-Rico, <=50K
Middle-aged, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,Part-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,Full-time, United-States, <=50K
